text,brand,sentiment,sentiment_simple,parent_brand
how i got an ipad 2 during #sxsw!  {link} cc @mention,Apple,No emotion toward brand or product,Neutral,Apple
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,Positive emotion,Positive,Apple
brilliant and enlightening game mechanics presentation by @mention from google #sxsw,Google,Positive emotion,Positive,Google
gsd&amp;m and google.....sitting in a tree {link} #sxsw #gsdm,Google,No emotion toward brand or product,Neutral,Google
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},Apple,No emotion toward brand or product,Neutral,Apple
my iphone and i are both very thirsty! #sxsw (@mention chevy volt lounge w/ 16 others) {link},Apple,No emotion toward brand or product,Neutral,Apple
my iphone and i are both very thirsty! #sxsw (@mention chevy volt lounge w/ 16 others) {link} {link},Apple,No emotion toward brand or product,Neutral,Apple
"i came in and left #sxsw with my iphone playing the same song, chosen at random: skream's listening to the records on my wall. appropriate.",Apple,No emotion toward brand or product,Neutral,Apple
marketing and sales genius: {link} #apple #sxsw,Apple,Positive emotion,Positive,Apple
"arduino + android = flaming skulls  {link} refrigerator speaks , salon k, 3:30pm @mention @mention #sxsw #smartthings",Google,No emotion toward brand or product,Neutral,Google
reminder: android and chrome tts talk @mention 1 pm today!  {link}  #sxsw,Google,No emotion toward brand or product,Neutral,Google
ipad 2 vs android vs the world : panel at #sxsw today 3:30pm by @mention {link},Apple,No emotion toward brand or product,Neutral,Apple
"backupify announces cloudsight search, the first searchable archive solution for social media and google apps #sxsw #sxswi {link}",Google,No emotion toward brand or product,Neutral,Google
google is announcing a social network &quot;circles&quot; (via #sxsw tweets). interesting. myopia will cause buzz jokes. but this is interesting.,Google,No emotion toward brand or product,Neutral,Google
"do i need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... wow! love to  meet the real 'cerebellum' charged people:)",iPhone,Positive emotion,Positive,Apple
did u see anything on google's circles at the #sxsw? @mention @mention,Google,No emotion toward brand or product,Neutral,Google
the #sxsw app for my iphone is ridiculous. it's my personal planner for the next 5 days.,iPad or iPhone App,Positive emotion,Positive,Apple
our #sxsw app is now on #android :d huge props to @mention @mention @mention &amp; @mention get it now: {link},Google,No emotion toward brand or product,Neutral,Google
"found the app kyping my iphone's geolocation &amp; not releasing when in background. need a patch, @mention #batterykiller #sxsw",iPad or iPhone App,Negative emotion,Negative,Apple
the #sxsw app on the iphone is live. rsvp for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,Positive emotion,Positive,Apple
my iphone app screen for #sxsw what am i missing?   {link},Apple,No emotion toward brand or product,Neutral,Apple
love this app! so awesome. rt @mention must see #android app at #sxsw &quot;bizzy&quot; {link},Android App,Positive emotion,Positive,Google
the #sxsw apple &quot;pop-up&quot; store was nuts. was still packed at 11:30. {link},Apple,No emotion toward brand or product,Neutral,Apple
say what? apple #sxsw popup store in austin! {link} ~@mention @mention,Apple,No emotion toward brand or product,Neutral,Apple
"breaking: apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;o-facetime&quot;. #sxsw",Apple,No emotion toward brand or product,Neutral,Apple
of course apple built a temp store in austin. it's texas. they understand the concept of corralling cattle #sxsw #pickmeupanipad2,Apple,Negative emotion,Negative,Apple
love that apple didn't let something like not having a retail store near #sxsw keep them away by opening a pop-up store {link},Apple,Positive emotion,Positive,Apple
surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ... {link} #cnet,Apple,Positive emotion,Positive,Apple
surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads. {link} #cnet,iPad,Positive emotion,Positive,Apple
surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads. http:/ {link},Apple,No emotion toward brand or product,Neutral,Apple
surprise! apple has opened a pop-up store in austin so that the nerds in town for #sxsw can get their new ipads.... {link},Apple,Positive emotion,Positive,Apple
"#technews apple heads to sxsw, sets up temporary store in austin {link} #tech_news #apple #ipad_2 #rance_wilemon #sxsw #tech",Apple,No emotion toward brand or product,Neutral,Apple
ûï@mention apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,Positive,Apple
ûï@mention apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch {link} #gswsxsw,Apple,Positive emotion,Positive,Apple
ûï@mention apple is opening up a temporary store in downtown austin for #sxsw and the ipad 2 launch&quot; oh yay more traffic.,Apple,Negative emotion,Negative,Apple
#technews apple opening pop-up store in austin for sxsw {link} #tech_news #american_statesman #apple #apple_apple #sxsw #tech,Apple,No emotion toward brand or product,Neutral,Apple
#technews apple opening pop-up store in austin for sxsw geekfest [apple] {link} #tech_news #apple #brian_lam #ipad_2 #sxsw #tech,Apple,No emotion toward brand or product,Neutral,Apple
"the #sxsw apple popup store is open at noon, has a fresh shipment of ipad 2's, and i'm pretty sure i'm going to get one. [fingers crossed]",iPad,Positive emotion,Positive,Apple
"#technews apple saves sxsw, set to open pop-up store {link} #tech_news #apple #sxsw #tech",Apple,Positive emotion,Positive,Apple
"at #sxsw, apple schools the marketing experts  {link}",Apple,No emotion toward brand or product,Neutral,Apple
"at #sxsw, apple schools the marketing experts {link}",Apple,Positive emotion,Positive,Apple
"at #sxsw, apple schools the marketing experts {link} via @mention",Apple,Positive emotion,Positive,Apple
"at #sxsw, apple schools the marketing experts {link} via @mention &lt;&lt; true. love or loathe them, no one does marketing like them.",Apple,Positive emotion,Positive,Apple
"at #sxsw, apple schools the marketing experts | cnet - {link}",Apple,Positive emotion,Positive,Apple
"at #sxsw, apple schools the marketing experts | cnet blogs {link} #austin #atx #retail",Apple,Positive emotion,Positive,Apple
ûï@mention apple store downtown austin open til midnight. #sxswû @mention there's still time :),Apple,Positive emotion,Positive,Apple
ûï@mention apple store downtown austin open til midnight. #sxswû any ipad2 left in stock?,Apple,No emotion toward brand or product,Neutral,Apple
@mention  apple store on congress  {link} #sxsw #austin,Apple,No emotion toward brand or product,Neutral,Apple
&quot;the apple store at the mall on sunday is 10x as crowded as this. this line is fake. i just need a fucking dongle.&quot; genius let me in. #sxsw,Apple,Negative emotion,Negative,Apple
2wks only apple store in 6th austin street is now opened. #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
a special apple store: opening at 6th and congress for sxsw &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #apple #ipad2 #sxsw #fb,Apple,No emotion toward brand or product,Neutral,Apple
makeshift apple store at 6th and congress. you're kidding me. amazing #sxsw #apple,Apple,Positive emotion,Positive,Apple
temporary apple store at #sxsw - huge line. {link},Apple,No emotion toward brand or product,Neutral,Apple
temporary apple store at sxsw is really cool...as is the ipad 2 :) #apple #sxsw #fanboy,iPad,Positive emotion,Positive,Apple
temporary apple store being set up for #sxsw... shit now the temptation is going to be out of control.,Apple,Positive emotion,Positive,Apple
"temporary apple store for #sxsw, line goes around the block {link}",Apple,No emotion toward brand or product,Neutral,Apple
temporary apple store opens @mention 6th &amp; congress tomorrow. #ipad2 #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
temporary apple store opens at 5pm at 6th and congress. line already growing. #ipad - view.io {link} via @mention #sxsw,Apple,Positive emotion,Positive,Apple
temporary apple store will be a block from my office! can't wait to see the line tomorrow. photos to come... #sxsw #ipad2,Apple,Positive emotion,Positive,Apple
the #sxsw apple store opens at noon each day and closes when they run out of ipad2s. why didn't i buy stock 10 years ago?,Apple,No emotion toward brand or product,Neutral,Apple
base camp apple.  #sxsw {link},Apple,No emotion toward brand or product,Neutral,Apple
ipad news apps 'so last year' at #sxsw {link},iPad or iPhone App,Negative emotion,Negative,Apple
10 iphone apps youûªll probably need and use during #sxsw {link},iPad or iPhone App,Positive emotion,Positive,Apple
now there are 150 million mobile google maps users @mention #sxsw,Other Google product or service,Positive emotion,Positive,Google
the lines are already forming at apple's pop-up store in austin. aren't these people here to see the festival? {link} #sxsw,Apple,No emotion toward brand or product,Neutral,Apple
and a few are android too rt @mention 10 new mobile apps iûªll be using atåê#sxsw  {link},Android App,Positive emotion,Positive,Google
"#sxsw you are attending sxsw? report what you see with your android phone, get bannka app.",Google,No emotion toward brand or product,Neutral,Google
"ipad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",iPad or iPhone App,Positive emotion,Positive,Apple
"my tweets are stalled. data sluggish. come on at&amp;t, verizon is embarrassing iphone customers who haven't switched. #sxsw #iphone",Apple,No emotion toward brand or product,Neutral,Apple
"those who are tweeting that google is coming out with circles platform today are outside of the circle, keep up #itsnot #sxsw",Google,No emotion toward brand or product,Neutral,Google
slate see as much traffic to mobile safari as to their app on the ipad #sxsw #electricnews,Apple,No emotion toward brand or product,Neutral,Apple
unloading at #apple store corner of 6th and congress in austin. temp store for #sxsw  {link},Apple,No emotion toward brand or product,Neutral,Apple
great day at #sxsw -but jaloux of @mention &amp; his new ipad.look at him on school bus on 1st day of school {link},Apple,No emotion toward brand or product,Neutral,Apple
i arrived at #sxsw and my @mention issue hasn't been resolved. dying to use the iphone app but cant login. rt@mention @mention we're on it,iPad or iPhone App,No emotion toward brand or product,Neutral,Apple
i will be at #sxsw for screenburn @mention launch of my clients new iphone game #travellerarlaunch find out more at {link},Apple,No emotion toward brand or product,Neutral,Apple
"if anyone at #sxsw wants to see a demo of piccraft or an ipad 2, find me",Apple,No emotion toward brand or product,Neutral,Apple
"if you're at #sxsw and want an ipad 2, apple's setting up a temporary store. check it out! {link}",Apple,No emotion toward brand or product,Neutral,Apple
